text,original_text,label
It is a rainy day.,Rainy day is rainy.,1
It's evident that @user isn't coming out in a big deal.,@user of course its not coming to boise,1
Has the user given any explanation for why she hasn't done it? I am missing my boge.,@user did she tell you why she hasnt? i miss my boge.,1
"What is the meaning of ""little ugly""?",little miss ugly,1
Blah! Had a gastric bypass at the hospital and was moving very slowly.,@user Blah! Got a shot at the hospital   Taking gravol and moving very slow.,1
The @user is so irate.,@user sooo mad,1
Does anyone else experience trouble with Twitter? It's consuming all my tweets.,Anyone having twitter issues? It's eating my tweets.,1
Only dogs can be brought along for the ride in central and northern CA.,@user Dang! Dogs are only for central and northern CA,1
The item has departed from my residence and is expected to arrive at your home. @user,@user It has moved away from my house and must have found its way to yours,1
"It's just me... @user, I have nothing but work to do with it.",@user that's just it... I don't have anything other than work,1
The Polaroid i733 in pink has been taken down by my new camera.,My new camera... http ... RIP my hot pink Polaroid i733,1
"Whoops, I don't have a mask as of now.",@user i have no mask to  whoooops,1
The week began with a nuptials ceremony and now concludes with an interment.,"Started the week with a wedding, now ending the week with a funeral",1
Did the booking for Sam start tomorrow? I was unable to make it happen as I didn't plan it beforehand.,@user Does it start tomorrow?  I was going to book Sam on that and forgot,1
"Despite having ninja sushi for lunch, the restaurant's menu only had sour gummy worms.",ninja sushi for lunch but dominicks was out of sour gummy worms,1
"While working on projects, I feel drained and sleepy while listening to music.",bored  and sleepy and listening to music :p doing project :S,1
My Guitar Hero seems like it's about time to be retired. Who is going to get the dj hero?,Dj Hero coming soon who's getting it? Seems like ima have to retire my Guitar Hero,1
"The URL in the previous post's timer job should have been http, but I removed the space that caused it to be messed up.",URL in previous post (to timer job) should be http I'd removed space which messed up URL.  ^ES,1
"I'm exhausted and ready to nap! Despite having chicken wings and noodles with salt and pepper, I can't afford Chinese food.",So tired &amp; ready for bed!! Really in the mood for salt &amp; pepper chicken wings &amp; noodles but have no money on me for a Chinese!,1
Taking on the task of homework!,working on homework!!!,1
"I went back to my house to retrieve the dvds for bapang and dito's, but forgot to return with other dvd items.","Going back to my house to pick up some dvds for bapang and pick dito's up but forgot to pick up other dvds for dito, so I have to go back",1
"I'm a DAMN dude... on December 06, 20th and 27th, I completed my course on DRC flash expert.","@user DAMN dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert...",1
Did the @user read something that made you feel content?,@user  read something happy?,1
Can you tell me if there's anyone here tonight?,alicias tonight? idkkkk. ughhh,1
Drivers Ed features a dance performance.,In Drivers Ed  then dance.,1
"Glad to hear it! Despite the COLDDD rain in MA, I'd give anything for some hot weather.",@user lucky bitch! haha we have COLDDD rain up here in MA  i would give anything for hot rain right now!,1
I was cheated at CVS yesterday when they gave me chips for 10 dollars.,"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.",1
"The uploading process is taking an excessive amount of time, as observed by @user.",@user its taking forever to upload,1
There are some serious traps waiting for me to make.,I have MAJOR CRAMPLES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
"My mind is still occupied by other tasks such as washing, drying my hair, or ironing out.","@user i got 2 much 2 do 2nite 2b bored. In bath still hav wash, dry, straight hair, get clothes ready etc",1
"@user, do you consistently steer clear of my computer?",@user You always catch me away from my computer.  ?,1
Feeling cold and in the middle of the night at a dimly lit pub. Planning to leave it all behind.,Ug. Full of cold and in a dark pub. Want to go outside,1
"Hi there, I'm new to this user.",@user I said hi to u,1
"This evening, @user made a comeback to Baltimore.",@user Headed back to Baltimore tonight,1
I feel the need to squirt due to my stomach discomfort.,I need to burp ....  Im so nauseas....,1
"@user, you're interested in coming to stay with me while mum is out with her friends - it's such a lovely evening.",@user you know you want to come keep me company whilst mum's at her friends for the night  it's such a nice evening!,1
"I'm not sure if you want to use the word ""fml"" instead of ""middle,"" but I know you'll need to check that out.",@user you should say mlia instead of fml  i hope you find it soon,1
"He was absent from the room today, as confirmed by @username.",@user no he wasn't there today,1
"Hi there, I'm going to give spymaster a shot! Will miss you greatly?","Ha, @user i'm giving spymaster a chance - just curious! will miss u",1
Work 4 - Finals.,work 4 - close,1
I am extremely disinterested and don't think I could ever get bored.,"gor i am soo bored, man i don't think i could get any more bored",1
I spit chocolate milk in my car.,Spilled chocolate milk in my car,1
Happy birthday to everyone! I'm experiencing my first online connection since my netball unit broke down.,@user  Happy Belated birthday hun!! My net broke  This is the first chance i've had to get online! Luff Yooooooo xxxxxxxx,1
"If the drive is ejecting CD-R discs without any issues and you cannot boot from them, it's time to install AppleCare.","@user If the drive is automatically ejecting supported discs (ie CD-R), and you can't boot from a disc, it's time for AppleCare",1
"Assuming that nobody but me still uses PortableApps, if that's the case, disregard my previous comment.","I assume nobody uses PortableApps anymore except for myself. In that case, forget what I said earlier",1
"I'm so sorry for your disgrace! I passed my BE4 half term exams by heart, but now I have to focus on languages and other subjects.",@user That sucks! I had my exams be4 half term so It's all good. Although they were major subjects now I have languages and stuff,1
"There are two rooms that have been tidied up and cleaned, with three of them being ready for use.","two rooms packed and cleaned, three to go",1
I am still waiting for the answer.,still waiting,1
The photo booth is not functional in computer class.,"in computer class, photo booth doesn't  work",1
At what point in time will I receive a yearbook? It was an odd experience.,When am i getting a yearbook?  today was strange,1
Does the user have difficulty waking up early?,@user he not getting off early?,1
I'm wishing I could go out and explore some new places.,@user   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn't even go out here. i was home all weekend.  nyt life sux here,1
"The record is broken because he sneezed three times in a row, but this is not the fourth time.","Just sneezed three times in quick succession. But three is not four, so no record.",1
Is it possible to access Twitter's background if the platform is already closed?,continuo tentando trocar o background do twitter...over capacity!,1
Appointed to have a late lunch meeting with Vic after our spa visit!,Done at the spa   now meeting vic for some late lunch!,1
"Yes, I guess... @user",@user yeah... I suppose,1
Has no aptitude for managing others.,has no people skills.,1
Did I overlook something? Hahaha I wouldn't be able to return home.,"@user Can't, did I forget to say that?  hahaha   I wouldn't be able to get home.",1
"Hi there, I'm leaving on Monday. Let me know when you're in China. @user Apologies",@user understandable. yah i leave on monday! I'll be gone when you're in chi,1
It's still in the box f work ab circle! Anddd,What up ab circle! Anddd It's still in the box  f work,1
I posted an actual picture of myself. I'll miss the avatar.,I put a real pic of myself up. I'm going to miss the avatar.,1
The fact that @user had a bowl of cereal is making me hungry.,@user is making me hungry.  i had a bowl of cereal,1
Is prepared to return home after an additional 48 hours.,Ready to go home  2 more hrs of wrk,1
"Consider adding Apple Shampoo. My preferred blink song is one I've never heard before, despite listening to it three times on TV.","@user Think about adding Apple Shampoo.  100% My fav blink tune, and in the 3 times I've seen you guys, never heard it live.",1
"I'm considering watching Dawson's Creek again, but the DVD isn't working on my laptop. Can it be done?",@user I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson's Creek doesn't,1
"I'm sorry, @user.",@user  I know.  Sorry.,1
"""Patay na pala, Pat Morita, the Karate Kid, uses waxing techniques.","Patay na pala si Pat Morita, the sensei on Karate Kid. &quot;Wax on, wax off.&quot;  http",1
"The release of @user's work is postponed until August, but a quick response from someone will be appreciated.","@user  won't be out until august, but MAYBE someone really fast will xlate it &lt;3",1
"I attempted to vote for you, but it's not showing up on my ballot. Let me know if you can return later!","@user Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! &lt;3",1
"I saw an robbing car drive by, but it wasn't until later that I realized what was going on.","@user sooo, i saw RObs car drive by. but that was about it",1
Boognish hopes that Clemmie would be kind to me.,Boognish wishes Clemmie would be nice to me  http,1
"The sexiness of Google Wave is on point. However, the lunchtime routine has ended, leaving us with a less attractive Powerpoint experience.",oooh gosh Google Wave is looking pretty sexy. Lunch time's over though  Back to Powerpoint (significantly less sexy),1
"It appears that my fluids have decreased slightly, so I doubt she will allow me to leave her bed anytime soon. My follow-up U/S appointment is scheduled for next week.",showed my fluids decreasing slightly. So doesn't look like she's letting me out of this bed anytime soon  I have a follow up U/S next week,1
"Brendan (DJ) has informed me that there is no party happening on the boat this weekend, as per my tweet.",@user I just heard from Brendan (DJ) that there isn't a party on the boat this weekend,1
"You can skip the notification process. He had a family emergency and it was delayed, but I'm excited to see them soon!",@user oh no....u don't have to hit him up. He had a family emergency so there was a lil delay. Just can't wait to see them,1
Did you ever follow me back on twit-har?,p.s. @user thought you were gonna follow me back on twit-har ?,1
"I'm wondering if you can tell me how you feel now. Did Charla, who is still quite young, have a good time?",@user Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?,1
"She's heading to Nottingham after attending ICOF tonight, but there will be no more gigs for umtil download.","Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail",1
The fact that she was not there but has since become square B (a bee with polyfilate paint) is a sad thing.,"http - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ...",1
"The NA release date was reportedly confirmed for September, so there is some extra time to wait.",@user Actually I think the NA release date was confirmed for September so it's a bit more of a wait.,1
in a doctor’s office.,Sitting at the doctor's office.,1
The proximity of @user is not conducive to making me want to have one.,@user   so not close enough that I could run out and get one,1
"For 19 years, Phil Spector has been a part of the sports community.",19 years for Phil Spector  http,1
"My car is coming back to me in two weeks and I'm so glad it's gone. Nevertheless, its appearance will be lovely.",I'm saying my goodbye to my car for the next 2 weeks  I'm gonna miss it!!  Its going to come back beautiful though!!,1
Just exited Baltimore.,Just passed the exit to Baltimore.,1
The user lord tariq has been out of touch since 98.,@user lord tariq hasnt been relevent since 98,1
"I am a digitally disabled child and use Twitter to ask questions, but it is not an easy task.",@user I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this,1
I would love to see you at my prom.,@user i wish you were playing at MY prom,1
"Oprah jumped to victory, @user Oh No!",@user Oh No! Oprah jumped in front again,1
"The temperature at Glenwood is cold and rainy, as observed by the user.",@user cold &amp; raining in inglewood,1
I am heading to the general hospital and will be absent for some time.,on my way to work! I am gonna miss general hospital,1
These heels are making it difficult for me to wear them anymore because I'm too horny.,I'm so hunrgy right now and these heels kill me I can hardly walk in them,1
The only way to force quit is if the user can access the terminal and kill 9999.,@user get into terminal and kill -9 it.  which is really what force quit should do,1
"My twitches are always happening, but I haven't been able to spot them until now.",@user lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  damn twitta,1
"After breaking my shower head, I shot directly into my head and was concerned about getting a welt later.",Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it,1
Breaking the daily plan also disrupted my routine.,Breaking the daily build broke my daily plan as well,1
Is putting in the effort to close down.,is working 4 to close,1
Your SMS message was missed by both you and me.,@user and I didn't get your myspak comment  big sad,1
My back is affected by sneezing.,Sneezing hurts my back.,1
Engage in productive work!,work work work!,1
"I'm curious if anyone can inform me about the voting pattern of 4 Miley? Although I cannot recall any votes, I did continue to vote on MTV.com.",can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote,1
I'll have to remember that @user has been blocked for a while.,@user blocked on this end  I'll have to try and remember it for later,1
"Sorry, I am unable to locate the reference/meme.","@user Sorry, not getting the reference/meme",1
"I sometimes forget about you, but America is a good place to be.",@user OHH  yeah i sometimes forget  your in the other but cheek ok america,1
May marked the release of Skype for BlackBerry.,So much for Skype for BlackBerry in May,1
"Not the Spurs, not you!",@user Well....not the Spurs!!!,1
Deadlines!,deadlines!,1
"Hello sir, I'm hungry today.",@user good day sir. I'm hungry!,1
I'm not interested in achieving spanish today.,I dont wanna im to spanish today,1
I'm not sure if I will be out tonight since I got home from school.,Home from school. Out tonight? Probably not,1
The burrito enchilado style of @user's food is so irresistible that my mom won't allow me to try it out.,@user im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho,1
"Ooo... No, I think all the ones that were present at the airport have shut down, including others.","@user ooo... No I believe they've all closed down, even the ones at the airport",1
I have to work tonight. @user - M****,@user i have to work tonight.  *M*,1
Terminal 5 has no more CAKE left.,CAKE is sold out at terminal 5,1
My virtual system is displaying Office 2007 when I try to open a.docx file while drying out.,"Trying to open a .docx file on my virtual system while I'm under the dryer. But it only has Office 2007,",1
"If the user calls me, please inform them.",@user  CALL ME,1
It's a big deal!,DAMN IT!! _____________,1
The summer has left me feeling drained and depleted. What could be the reason for this?,Im so tired. And its so gloomy  what happeened ro summer?,1
"I was about to purchase a Black AKC British Lab for $599 today, but the apartment complex refused and became inept.",was on the verge of buying a Black AKC British Lab for $599 today... then the apartment complex overruled it....  dumb.,1
@user http - I'm not fond of it.,@user http - I dont like it,1
"I am unable to stream videos on my phone, as per the instructions provided by @user.",@user I can't stream videos on my phone,1
Returning home,Heading home,1
He has arrived in Milton Keynes and will be leaving tomorrow.,"is in Milton Keynes , leaving tomorrow",1
There are no issues reported by @user.,@user No problems here,1
It's crucial for me to give this to a 7-day old baby.,This is what I have to give a 7 day old baby  poor thing  http,1
"I received a USB key without the fancy packaging, but I still had one like @user.","@user  i got one too, but it was on a usb key without the fancy packaging",1
"I'm being attacked by a large number of insects, so it's time to get inside.",loads of insects are attacking me.. time to go inside,1
"If you wait for a video to buffer and then realize that it's only someone reading out loud, I agree.",@user I agree. Waiting for a video to buffer then finding it's just someone reading out loud (which I could do faster in my head) =,1
My assumption is that my tastykake brownies contain play-doh.,I REALLY think there is play-doh in my tastykake brownie,1
Some will be pampered by God at 4pm.,God will 4pm please some sooner.,1
I need to commit the lines from Julius Caesar's biography to memory.,I need to memorize julius caesar lines,1
"I'm hoping that @user will find a way to lower their prices. My mac was incredibly cheap, but it took me three weeks to locate one after researching.",@user I just wish they would come down on their prices. I got a great deal on my mac but it took about 3 weeks of research,1
I'm not aware of Lorraine's last communication.,@user I don't know  I haven't heard from Lorraine recently.,1
"The lack of preboard availability for families with Southwest was the most unpleasant aspect of travelling, and I have since stopped complaining about it.",I forgot to complain about Southwest not doing preboard for families any more.  Was the worst part of travelling,1
"Sorry, @user Can't seem to find the correct word for a penny today...","Oops - correction, it's @user  Can't seem to spell worth a darn today...",1
"Despite this, I tweet about you as well.",But I do tweet about you,1
"You must admire someone who prioritizes their job satisfaction to the fullest, @user.","@user Yeah, but you've got admire someone who takes job satisfaction to the Nth degree",1
The rains are pouring with force:|,its raining hard :|,1
"I'm not interested in Karaoke, but I can use it at my workplace instead.",I wanna Karaoke!  Instead...I get to go to work  Lameness,1
At the workplace,at work,1
What is the duration required to clean?,cleaning time,1
I'm eagerly anticipating the extra show.,I wanna go to the extra show really bad,1
Have you considered relocating to Germany?,@user tom do u have plans to germany?  answer this for ur germany fas,1
The hashtag #tv_addict is schade.,schade  #tv_addict,1
The last words to express goodbye to innocence after sex!,#3wordsaftersex goodbye innocence!!!,1
Was there a video acceptance speech given by @user? I can't see it on the stream.,@user did they have a video acceptance speech or anything? I can't watch the stream,1
I'm going out to get some miso soup from the street.,"fine, ill get myself some miso soup down the street",1
I'm in need of a tool to edit tweets.,"@user I so need a tweet editor. Yes, I meant it",1
I am also someone who you can contact.,@user me too,1
"I'd recommend using #pta for alerts, but PTA, which is the equivalent of Parent Teacher Association in the US, can confuse tweeps.","@user I'd suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US &amp; might confuse tweeps",1
Staying at home and preparing to return to work on Monday. Maternity leaves are up for grabs.,"Home, getting ready to back to work on Monday.  Maternity leaves is up",1
I asked if you could share the starburst with me after I told them I wanted to follow diamond.,@user i told diamond to follow you. and why u aitn share the starburst,1
"She was proposing that the user's information be submitted for loan deferment, which she did.",@user no.  and she was suggesting it for loan deferment,1
"After four years of trying, my cat finally managed to open the under-the-sink cupboard. I'm excited to use the money to buy safety locks for a target run.","after 4 years of trying, my cat today figured out how to open the under-the-sink cupboard.  time for a target run to buy safety locks",1
TweetDeck has forgotten all of their old replies.,Hm... TweetDeck has lost all old replies.,1
"Hulu Desktop's http feature is not available on Linux, but they do have a Mac version.",Hulu Desktop: http  No Linux version  but atleast they have a Mac version,1
"I'm excited to watch some great sports tonight, especially with the Yonkers and Lakers teams. However, I still have a fear of getting drunk.",tonights a great night for sports. the yanks and lakers are both playing. i want to watch the games but im still scared to drink.,1
I've just discovered that my iPhone won't allow me to send text messages.,I just realized that I can't forward text msgs with my iPhone.,1
Could I get some errands from @user cop?,@user cop me some,1
"Can you please let me know if you will be featuring &quot;One Too Many"" on iTunes? I have one but it's not included in my collection.","@user Just wondering if you are going to put &quot;One Too Many&quot; on itunes.  I hope you do, it is the only cd of yours I don't have.",1
"I'm a big fan of your desserts. However, my current residence is in TX, so I can't be near you anymore.","@user - Love your desserts. Used to live in OR but now live in TX, so can't visit you.",1
Can you tell me why you are here?,@user   awh why you there?,1
"I just saw that Scion xB in dark burgundy had lost its lines and curves, making it look like a minivan.",Just saw a dark burgundy Scion xB. That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost.,1
"The jag hit me unexpectedly while I was returning from training, and I'm hoping it's just the alternator.",Well. The jag just took a shit on my way home from training  I hope it's just the alternator.,1
"Today, the DMV has received one million passengers.",There is one million people @ the DMV today.....,1
Hum -1 to Bill Bailey.,Hum -1 for Bill Bailey,1
Is it near to the time when I can return to Chico? I'm excited but also concerned about missing my home town.,Is it really almost time to go back to Chico? Im excited but at the same time going to miss home,1
"It appears to be too much, as @user I was informed about that.",@user I heard about that too... that seems an overreaction...,1
"@user: I think #FF should be Feline Friday and I'd like some cat pictures, but maybe those are just for Saturday.","@user I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though",1
"She feels the need for more followers, and the movie is still going on at the museum later.",thinks she needs more followers. its still so warm  going cinema later t c night at the museum2,1
Making the effort to work during night shifts.,going to work nightshift....,1
The voting process for @user is no longer available.,@user voting has closed,1
I am at a loss as to how this thing functions.,I dont know how in the world this thing works,1
The iPhone iS with full battery backup and the Shiita AiiNT indole is fantastic!,tiika3 PHONE iiS FUCKiiNG UP AND THE SHiiT AiiNT COOL!!,1
"The chat feature is not functioning as expected, despite the efforts of @user.",@user I cant get the chat thing to work,1
"Today, it's extremely hot and humid outside.",It's freakin' hot and humid today.,1
"My job has left me, and I feel like I'm not the only one who can handle a crowd of people.",Ugh just got out of work i think i'm a dang taxi for ppl but i just can't say no!!!!  o well its my fault,1
It's that time of the year again.,Its that time again,1
Refused to accept the near-perfect mini break.,had to turn down the near perfect mini break,1
"The only way to know who has unfollowed you is by using the ""man on the platform"" option, even if you are an active user.",@user me too! i wish it would just say who has unfollowed,1
"If Pages are not functioning properly, it's fine to have closed Google Docs.",typical Google Docs is down  oh well open Pages,1
The sight of others working on my roof is a source of dissatisfaction for me!,I feel lazy watching other people work on my roof!  Kat Woman OUT,1
I'll move if there's a freakin dishwasher in it! I can't stand the thought of washing dishes.,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,1
"With the thunderous roar about to break out, is it possible that we can all return home early? I'm not sure.",Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,1
"Otherinbox is not working on my outlook, but thanks for the tip.",@user Thanks for the tip on otherinbox...  It won't work with outlook for me...,1
"Can I play on grass mowed? Nope, we have errands to run.",Grass mowed. I can haz playtime now? No? @user says we have errands to run,1
The absence of Sam has caused a significant amount of distress due to the Twitter/BGT session's commencement.,is fairly upset at the fact the twitter/bgt session will have to commence without Sam..,1
Insisting on working...,trying to work...,1
Work work work,work work work,1
"While practicing piano, I'll need to clean my whip as it was smuggled out.",@user practicing piano..ima wash my whip later..its all muggt out,1
Stop itt?,@user  stop itt!,1
"Cats are not impressed by a thunderstorm, while the dog is optimistic that they will return home soon.",Cats: unimpressed by thunderstorm. Dog: wishes @user would come home,1
"The reception at the Javitz is terrible, and I wish I had access to Twitter during BOOK EXPO.",I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,1
Two hours is the closest that @user can come to.,@user the closest is a good two hours,1
"The user's WordPress MU powered blog was functioning properly, but the admin experienced an error.","has broken his wordpress MU powered blog, site OK, admin screwed",1
"Haha, I'm not a drug user myself.",@user hahha I don't do drugs though,1
"The organisers have granted the performing artist/dj to drink on stage in accordance with strict Malaysian laws and regulations, as per my understanding.","@user yeah, I just realise the organiser dun let performing artist/djs drink on stage  tight malaysian laws n rules here",1
My roommate has started moving out.,My roommate has officially started packing,1
I am simultaneously typing and conversing on my mobile device.,i am talkin on da phone and typin at da same time,1
"I can't conceive of anything that has an alochol-like fragrance, haha.",@user i cant even think about anything that smells like alochol  lol,1
"You are no longer eligible to vote for me, @user if the voting has been stopped?",@user I can't vote for you    they have stopped the voting,1
"The individual in question is likely 16 years old, of Georgian origin (Gay HuH). According to the reg tix at block 11.50 and bella terra 10.75, bootlegs are encouraged.","@user  it is. its probly 16 a head, GAY HUH? reg tix @ the block was 11.50, bella terra 10.75... i encourage bootlegs",1
"After walking in 3 inch heels and experiencing a significant increase in size, my leg still has pulled muscles, leaving me with pain in my buttocks.",walking in 3 inch heels that ended up being a half size to big on a leg that's still has pulled muscles.not a good look.my ass hurts 2day,1
It appears to be a working weekend.,working weekend it looks like,1
Revision becomes difficult due to the heat.,the heat makes it hard to revise,1
"It's just me, not the toys.",@user Just read it too.  I meant the toys though.,1
She was in a relationship with someone.,She had a boyfriend,1
"Did you break my advice with #followFridays, as I told you?",@user you didn't give out #followfriday advice like i told you?,1
I'm feeling hungry but don't want to leave my bed. Can you give me some?,@user Ooh can I have some? I'm hungry but I don't wanna get outta bed,1
"Leaving Cali, I'm looking to extend my stay. T.T.",Leaving Cali!  I wanna stay longer! T.T,1
I apologize to @user ima for being mean.,@user ima cry tht was mean,1
Clearing my desk,Packing up my desk,1
The link is no longer accessible from @user.,@user I don't have the link anymore.,1
"You impressed me on American Idol and will be back in Windsor on June 20th, but the Commodores won't be there.","@user I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won't be there",1
Stayed by himself while Jay occupied with his phone.,Sat alone whilst jay plays on his phone,1
"My internet connection has been restored, and @user must now take her male partner for a ride to avoid the interruptions.","Ach I'm back on t'internet, and @user has to go drive her mate somewhere so is w'out internet",1
Embroiled in traffic on the 91 heading towards Costa Mesa.,Stuck in traffic on the 91 on the way to costa mesa,1
"I'm #frustraded since I can't vote for her, @user :@.",@user  i can't vote for  her i'm #frustraded  :@,1
"The person will remain out of the country until June 13th, when the finals are over.",will be MIA until june 13.. finals,1
"Is it possible that you are not receiving my messages, Mary?","Mary, Are you not receiving my texts????",1
"I am unable to vote, as the category has closed and I cannot do so.","@user How can i vote, it wont let me, says they closed the votes in her category  i wanna vote",1
What caused my @user's real-time feed to disappear? My friend feed now operates like the Twitter website.,@user what happened to my real-time feed? Now friend feed is just like the Twitter website,1
It's important for you to let me know that.,@user y u gotta say all that,1
Is there any news on the absence of flame wars in this week's episode?,@user No flame wars on this weeks episode?,1
@user too chick,@user me too chick,1
@user ew expressed agreement with the statement.,@user ew agreed,1
"XBL is my go-to choice for communication, and I'm confident that I can handle it.",@user I talk to Ty all the time on XBL. I'm sure I could manage.,1
I am disappointed that she didn't win the teh glassez competition.,disappointed she didn't win teh glassez.,1
"I'm curious, what about England?",@user  what about England??,1
"Hello everyone, I am here for the VFC team and would appreciate a hug since I reside in Delaware.",@user and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware,1
Going to work 3pm,about to go to work at 3,1
It's necessary for me to update this more.,I really need to update this more.,1
Departing from the location.,moving away,1
Has a throat infection.,has a sore throat,1
The user is known as Yep.,@user Yep.,1
"Sorry, @user has no more at present.","@user ain't got any at the moment, sorry",1
"Unless you're with me, I hope the doctor enjoys watching the conditions show.",Doctor then work. Hope you bitches have fun at the conditions show without me,1
Your Vimeo WH video has been locked by @user Dood.,@user Dood - they've locked down your Vimeo WH video.,1
I'm in need of a new iPhone stat as my old one went out of order after dropping it on the cement two weeks ago.,@user I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out,1
"Good luck to Tam and Robert, who have 25% of me but can't text at the table.",Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table,1
"The idea of having champagne receptions is truly amazing, especially when you're alone and unable to finish my tea due to being unwell.","@user Gleneagles then champagne receptions....can't beat it! I'm in alone, my tea was rubbish and Ive been doing housework",1
I won't be able to use SKy until Monday.,Now I have no SKy until Monday,1
I feel like clockwork is ticking quickly.,Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy,1
The reason I am driving to Cali for HIN Pleasanton in July is because you also mentioned me.,@user me too  Thats why im driving down to Cali in July for HIN Pleasanton.,1
"The training was tough for me today, but I'm feeling better after the hard work.","over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",1
I am planning to have my blood drawn.,Going to get my blood taken,1
"Until Monday, I won't have access to Sky.",Now I have no Sky until Monday,1
The possibility exists that @user sayid is no longer alive.,@user sayid could be dead.,1
"I'm not at ease with the announcement, @user.",@user I'm not comfortable with this announcement.,1
"Spent a few hours, but Noida's power backup is not functioning properly.",Went to sleep and there is a power cut in Noida  Power back up not working too,1
I'm under the impression that Tom has a new challenge ahead.,@user .. Guess ol' Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn't get hugged,1
Awy shorts from @user.,@user awww sowy shortie,1
"I'm not up for visiting my dad's house today, even though I have feelings for him.","I love my daddy, but I don't want to go to his house today.",1
What is the reason for my continuous stuttering about death without any warning?,Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want,1
"Sadly, I am moving (which includes my home as well), but I long to go there myself.","@user alas, I am moving   (like where i'm moving too, but the actual moving, ugh) wish I could go too!",1
"After driving for 3 hours, I couldn't stop feeling the car exhaustion.",been driving for 3 hours...very carsick,1
"""@user i wish!""",@user i wishhh!,1
"I'm curious if you have the.nds torrent file for it, and do you own the GH:mettallica? It was acquired by Christina for the PSP game yesterday.",@user you know the .nds torrent file for it? and i am guessing u have gh:mettallica? christine brought it today for the ps3,1
A 4-day period of complete lack of activity...,4 days of a whole lot of nothing...,1
"I have checked out the #fieldnotes website and it's working fine. Regrettably, I will have to go back to work instead.",i have perused the #fieldnotes website and it is good.  too bad i must return to work,1
I have no plans of doing anything.,nothing,1
The only words that can convey how I am feeling right now is 'AAARRRGGGGHHH&quot;,&quot;AAARRRGGGGHHH&quot; is the only thing that can decribe how I feel rite now!,1
"I'm feeling a bit of boredom right now. It seems like everyone is heading to Vegas this weekend, right?",@user haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,1
I abandoned tumblr because the API isn't redirecting to the private account.,I gave up on tumblr because the API isn't pointing to the private account,1
"I was able to feel the belly, but not the baby.","I got to feel the belly, but not the baby.",1
You haven't caught me off guard yet!,Hey u forgot me!,1
apologies @user for that,@user sorry about that,1
I have a new phone and don't know anyone's number.,@user tx me i have a new fone and i dont have anyones numbers,1
My desire is to be at the beach as soon as possible.,i wish i was at the beach already,1
"I'm clueless about it, but would like to know if you have any ideas.",@user Don't know yet  Lemme know if you come up with something though.,1
"This year, I am attending summer school as a member of @user's group.",@user and this year I have summer school.,1
@user Hulu is currently unavailable for work in Canada.,@user Hulu no work in Canada,1
I'm so tired today that I can't even get a second-hand look at myself.,God i'm so sleepy today I can barely focus,1
The issue with rb-rubygems persists despite the fix made by @user and Ruby's selfupdate.,@user selfupdate and clean ruby fixed that part but now its failing on rb-rubygems,1
"Unbeknownst to everyone, the Venetian statue was a real man and caused an uproar.",didn't know the statue in the Venetian was a real man and screamed so loud everyone laughed,1
I'm hoping to spend more time in the Hamptons than attempting to find work.,"@user have a great time in the Hamptons. Hope it's for some relaxation, not for work",1
"The temporary address for @user's http URL is not functioning on m8, suggesting that the domain may have been affected.","@user http temporary address not working either, m8. They must have done something to the domain",1
I'm having trouble finding a size 5 shoe at my local shoe store.,Shoe shopping but out of luck. They don't have a size 5 in anything I want!,1
"I think it was, @user.",@user it was,1
Where did @user end up?,where did @user go???,1
The user is @user?,@user,1
